CoV,Gesture,MDR,Pulses,Subject
0.12967070936119285,grip,13.252590811191919,335,S06
0.23662214645893934,grip,7.75375462386154,196,S06
0.12112697926683344,grip,12.820155143599601,324,S06
0.2987968551992887,pinch,6.8457265411405555,173,S06
0.16177381105169658,pinch,14.442458726585972,365,S06
0.28010740740324835,grip,16.65748343347308,421,S06
0.29865699092461534,grip,13.09435092090903,331,S06
0.2047375213659941,grip,11.116352292372921,281,S06
0.18686298355284442,grip,11.952768383418688,302,S06
0.2660342078528521,grip,8.747569625635377,221,S06
0.20099122030751898,pinch,11.256653552418422,285,S07
0.2792896859815695,pinch,12.00709712257965,304,S07
0.27513234883589655,pinch,6.003548561289825,152,S07
0.2526939315341435,pinch,6.560365871308241,166,S07
0.21165223779688008,pinch,11.105197649624191,281,S07
0.2510643255862545,pinch,7.311251121638702,185,S07
0.251381200001267,pinch,11.373389895873506,288,S07
0.21765754069627422,pinch,11.579887880045156,293,S07
0.27887795534456333,pinch,11.810978667592485,299,S07
0.24443593685422277,pinch,7.585258345470153,192,S07
0.25533146662382594,grip,15.803688556215757,400,S07
0.2632728453818148,grip,16.98683512562087,430,S07
0.22863866927817006,grip,13.271258027810457,336,S07
0.2926440279977965,grip,17.609732116176172,446,S07
0.2908796427118357,grip,14.372068363874725,364,S07
0.2899960487626725,grip,17.97738935833623,455,S07
0.20377670357668956,grip,10.509858394104256,266,S07
0.2125100575602762,pinch,7.938137570626917,201,S07
0.29157359143099265,pinch,9.08344100121488,230,S07
0.2325428345985514,pinch,13.592352141072514,344,S07
0.28619884935946327,pinch,12.359710010797471,313,S07
0.27262165061995486,pinch,12.127459300979863,307,S07
0.21750105360223887,pinch,7.347581205153923,186,S07
0.25535982297125,grip,16.47042033499513,417,S07
0.2539473420311537,grip,15.447360552485122,391,S07
0.2745882516424901,grip,17.857306827936764,452,S07
0.2528634196258365,grip,15.565882500458153,394,S07
0.28165201284490665,grip,17.57770384300111,445,S07
0.25717884269208846,grip,16.037185978108877,406,S07
0.23363770858555555,grip,15.207383048689934,385,S07
0.26093202723251413,grip,17.182367860208107,435,S07
0.21987489391202686,grip,16.19237704048673,410,S07
0.28076469412961513,grip,18.996422820668577,481,S07
0.29263883106975314,pinch,14.92973337833277,378,S07
0.29038475033525774,pinch,6.279967214695531,159,S07
0.28050835494498083,pinch,11.381070911722142,288,S07
0.26128795333821087,pinch,12.721355749105395,322,S07
0.2964793912448393,pinch,15.482238592972577,392,S07
0.2801122192387554,grip,9.36160856357587,237,S07
0.029239766081871343,grip,6.162071459568928,156,S07
0.24331779280284105,grip,14.338389731621938,363,S07
0.2720986235265032,grip,14.930885175077389,378,S07
0.2932456664482433,grip,17.024369075286653,431,S07
0.23391607425592403,grip,16.27261944939974,412,S07
0.1645608635601123,grip,6.871025586641729,174,S07
0.22996280756932047,grip,6.910514239438521,175,S07
0.2167033393005635,grip,9.323906438389198,236,S07
0.2864351218664841,grip,6.202768266216542,157,S07
0.2761632489813527,grip,9.08685796961659,230,S07
0.1893238720979957,grip,11.926837969435471,302,S07
0.229254783338581,pinch,7.7012524948656385,195,S07
0.16108891540115772,pinch,9.517958211603174,241,S07
0.21954840110140342,pinch,8.25519768563163,209,S07
0.2947926503090654,pinch,7.899710703953713,200,S07
0.14010776818296422,pinch,9.875114518539949,250,S07
0.19900742253523931,grip,12.482987423809892,316,S07
0.19733458421776418,grip,15.799726127794171,400,S07
0.1710082472000178,grip,10.945215654875025,277,S07
0.21719943294792535,grip,10.826675413125477,274,S07
0.24330616988241432,grip,16.358553361437764,414,S07
0.1813641355975121,grip,14.492056146845597,367,S07
0.19107040872773554,grip,16.11105969458584,408,S07
0.2084122476986864,grip,13.625030130646483,345,S07
0.2778496167846258,grip,6.713782962927253,170,S07
0.26594419961324106,grip,18.99733868168319,481,S07
0.29118287462424036,pinch,11.021371807730885,279,S07
0.239644735230786,pinch,6.083481212869377,154,S07
0.28533036462853917,pinch,9.638762441169662,244,S07
0.11800561581411072,pinch,12.760616904098226,323,S07
0.241108120375986,pinch,8.491861451824423,215,S07
0.13548144333354598,pinch,10.782689192316594,273,S07
0.26168435099012455,pinch,6.87049569090173,174,S07
0.18536827486990937,pinch,11.174426899570054,283,S07
0.22387873042391693,grip,10.545503635276647,267,S07
0.27481154954098225,grip,13.626212562436118,345,S07
0.18097272058071717,grip,11.49751613307739,291,S07
0.20806829927344456,grip,11.53702649779587,292,S07
0.20414311768204427,grip,14.135983727454137,358,S07
0.2835810519874807,grip,17.847666605612485,452,S07
0.21026288318416042,grip,15.523530319395155,393,S07
0.2912343404372264,grip,18.88103687702515,478,S07
0.2727811429493868,grip,9.12654210835994,231,S07
0.21664011658189955,grip,16.67273060488266,422,S07
0.2305040449873157,grip,15.562880314763204,394,S07
0.24960039244841006,grip,15.483880922302477,392,S07
0.29110485641985245,grip,10.032922842512319,254,S07
0.26634634833370957,grip,17.89336239235465,453,S07
